pmid	publication_types	grant_id	grant_acronym	grant_country	grant_agency	us_gov_funding	other_funding	covid
25561088	D016428:Journal Article; D016454:Review					False	False	False
25566512	D016428:Journal Article; D016454:Review					False	False	False
25566513	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D016454:Review	P01 AI083211	AI	United States	NIAID NIH HHS	True	False	False
25573637	D016428:Journal Article; D016454:Review					False	False	False
25589433	D016456:Historical Article; D016428:Journal Article; D016454:Review					False	False	False
25592073	D016428:Journal Article; D016454:Review					False	False	False
25596031	D016428:Journal Article; D016454:Review					False	False	False
25596876	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
25603001	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
25612507	D016428:Journal Article					False	False	False
25614348	D002363:Case Reports; D016428:Journal Article					False	False	False
25628742	D016428:Journal Article					False	False	False
25632292	D016428:Journal Article	R24 HD041022	HD	United States	NICHD NIH HHS	True	False	False
25634606	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review	MOP130306		Canada	Canadian Institutes of Health Research	False	True	False
25646382	D016428:Journal Article; D016454:Review					False	False	False
25670788	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review	G0701448	MRC_	United Kingdom	Medical Research Council	False	True	False
25671474	D016428:Journal Article; D016454:Review					False	False	False
25672948	D016428:Journal Article					False	False	False
25686105	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D052060:Research Support, N.I.H., Intramural; D013485:Research Support, Non-U.S. Gov't	DK095782	DK	United States	NIDDK NIH HHS	True	True	False
25690967	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
25695155	D016422:Letter					False	False	False
25699242	D016428:Journal Article; D016454:Review					False	False	False
25712020	D016428:Journal Article; D016454:Review					False	False	False
25714655	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
25749632	D016428:Journal Article; D017418:Meta-Analysis; D013485:Research Support, Non-U.S. Gov't; D016454:Review; D000078182:Systematic Review	10/4001/15	DH_	United Kingdom	Department of Health	False	True	False
2575308	D016428:Journal Article; D016454:Review					False	False	False
25769552	D016428:Journal Article; D016454:Review					False	False	False
25799073	D016428:Journal Article; D016454:Review					False	False	False
25803845	D016428:Journal Article					False	False	False
25822554	D016428:Journal Article; D016454:Review					False	False	False
25832807	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
25832830	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	P30 CA51008	CA	United States	NCI NIH HHS	True	False	False
25834104	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
25836645	D016428:Journal Article; D016454:Review					False	False	False
25841604	D016428:Journal Article; D016454:Review					False	False	False
25845562	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
25865195	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
25869391	D016428:Journal Article; D017065:Practice Guideline					False	False	False
25879104	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review; D000078182:Systematic Review	13/89/29	DH_	United Kingdom	Department of Health	False	True	False
25888713	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
25903642	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
25914343	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
25920920	D003160:Comparative Study; D016428:Journal Article; D016454:Review	20108	ARC_	United Kingdom	Arthritis Research UK	False	True	False
25922200	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
25924008	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
25930134	D019215:Biography; D016456:Historical Article; D016428:Journal Article					False	False	False
25943215	D016428:Journal Article; D016454:Review					False	False	False
25973793	D016428:Journal Article; D016454:Review					False	False	False
25981806	D016428:Journal Article; D016454:Review					False	False	False
25987703	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
26003933	D016428:Journal Article; D016454:Review					False	False	False
26011470	D016428:Journal Article					False	False	False
26018182	D016428:Journal Article					False	False	False
26022660	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26023726	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D016454:Review					True	True	False
26048781	D003160:Comparative Study; D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26059314	D016428:Journal Article; D016454:Review					False	False	False
26066633	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26068698	D016428:Journal Article; D016454:Review	089276		United Kingdom	Wellcome Trust	False	True	False
26071042	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26078970	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26089654	D016428:Journal Article; D016454:Review					False	False	False
26096166	D016428:Journal Article; D016454:Review					False	False	False
26111980	D016428:Journal Article					False	False	False
26120945	D002363:Case Reports; D016428:Journal Article					False	False	False
26130383	D016428:Journal Article; D016454:Review					False	False	False
26137737	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D016454:Review	1-U54-AI-057153	AI	United States	NIAID NIH HHS	True	True	False
26142874	D016428:Journal Article; D016454:Review					False	False	False
26143427	D016428:Journal Article; D016454:Review					False	False	False
26149496	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26155935	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26160284	D004740:English Abstract; D016428:Journal Article; D016454:Review					False	False	False
26165118	D016428:Journal Article; D016454:Review					False	False	False
26168215	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D016454:Review	P30 CA010815	CA	United States	NCI NIH HHS	True	False	False
26194549	D016428:Journal Article; D016454:Review					False	False	False
26195305	D016428:Journal Article; D052060:Research Support, N.I.H., Intramural; D016454:Review			United States	Intramural NIH HHS	True	False	False
26203280	D016428:Journal Article; D016454:Review					False	False	False
26212712	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	P30 NS057105	NS	United States	NINDS NIH HHS	True	True	False
26240894	D016428:Journal Article					False	False	False
26243634	D004740:English Abstract; D016428:Journal Article; D016454:Review					False	False	False
26247860	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review	091593		United Kingdom	Wellcome Trust	False	True	False
26254574	D003160:Comparative Study; D016428:Journal Article; D016454:Review					False	False	False
26267006	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D016454:Review	KL2 TR001109	TR	United States	NCATS NIH HHS	True	False	False
26277834	D023362:Evaluation Study; D016428:Journal Article					False	False	False
26283339	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.	R56 AI076322	AI	United States	NIAID NIH HHS	True	True	False
26285348	D016428:Journal Article; D016454:Review					False	False	False
26297914	D016428:Journal Article; D016454:Review					False	False	False
26303471	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review	RG/12/14/29885	BHF_	United Kingdom	British Heart Foundation	False	True	False
26305524	D016428:Journal Article; D016454:Review					False	False	False
26305608	D016428:Journal Article; D013487:Research Support, U.S. Gov't, P.H.S.	U48 DP001936	DP	United States	NCCDPHP CDC HHS	True	False	False
26348913	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016420:Comment			Canada	Canadian Institutes of Health Research	False	True	False
26348968	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
26372818	D016428:Journal Article; D016454:Review					False	False	False
26373296	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26374235	D016428:Journal Article; D016454:Review					False	False	False
26375793	D016422:Letter					False	False	False
26376953	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
26376969	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D016454:Review					True	True	False
26383168	D016456:Historical Article; D016428:Journal Article; D016454:Review					False	False	False
26403305	D016428:Journal Article; D016454:Review					False	False	False
26403725	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
26408431	D016428:Journal Article; D016454:Review					False	False	False
26418108	D016428:Journal Article; D016454:Review					False	False	False
26432681	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26442674	D016428:Journal Article; D016454:Review					False	False	False
26445995	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26455542	D002363:Case Reports; D016428:Journal Article					False	False	False
26459339	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
26465709	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26468760	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
26488355	D016428:Journal Article; D016454:Review					False	False	False
26502757	D002363:Case Reports; D016428:Journal Article; D016454:Review					False	False	False
26515254	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review	BB/M019411/1		United Kingdom	Biotechnology and Biological Sciences Research Council	False	True	False
26542035	D016428:Journal Article; D016454:Review					False	False	False
2654505	D016428:Journal Article; D016454:Review					False	False	False
26545070	D016428:Journal Article; D016454:Review					False	False	False
2655100	D002363:Case Reports; D016428:Journal Article; D016454:Review					False	False	False
26555448	D016428:Journal Article; D016454:Review					False	False	False
26556658	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26559449	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26567863	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26571462	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
26576026	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
26593255	D016428:Journal Article; D016454:Review					False	False	False
26596966	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D016454:Review	K02AI085403	AI	United States	NIAID NIH HHS	True	False	False
26597126	D019215:Biography; D016456:Historical Article; D016428:Journal Article; D019477:Portrait					False	False	False
26616193	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.; D016454:Review	T32 CA009302	CA	United States	NCI NIH HHS	True	True	False
26625877	D016428:Journal Article; D016454:Review					False	False	False
26626157	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
26632216	D004740:English Abstract; D016428:Journal Article; D016454:Review					False	False	False
26638213	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
26641137	D017426:Clinical Trial, Phase I; D017427:Clinical Trial, Phase II; D016428:Journal Article; D016448:Multicenter Study; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R01 CA197870	CA	United States	NCI NIH HHS	True	True	False
26676648	D016428:Journal Article					False	False	False
26678307	D016421:Editorial; D054711:Introductory Journal Article					False	False	False
26680560	D016428:Journal Article; D016454:Review					False	False	False
26705120	D016428:Journal Article; D016454:Review					False	False	False
26711436	D016428:Journal Article; D013487:Research Support, U.S. Gov't, P.H.S.; D016454:Review; D000078182:Systematic Review	HHSA290201200009I		United States	PHS HHS	True	False	False
26716830	D003160:Comparative Study; D016428:Journal Article; D017418:Meta-Analysis; D013485:Research Support, Non-U.S. Gov't; D016454:Review; D000078182:Systematic Review					False	True	False
26719778	D016428:Journal Article; D016454:Review					False	False	False
26730737	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
26743950	D002363:Case Reports; D016428:Journal Article					False	False	False
26746612	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
2675790	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26774024	D016428:Journal Article; D013486:Research Support, U.S. Gov't, Non-P.H.S.					True	False	False
26779445	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013486:Research Support, U.S. Gov't, Non-P.H.S.; D016454:Review	R01 AI093351	AI	United States	NIAID NIH HHS	True	False	False
26780746	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26782080	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26791244	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review			United Kingdom	Biotechnology and Biological Sciences Research Council	False	True	False
26791720	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.; D016454:Review	CA163167	CA	United States	NCI NIH HHS	True	True	False
26795496	D016428:Journal Article					False	False	False
26798851	D016428:Journal Article; D016454:Review					False	False	False
26807863	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26813123	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26813985	D003160:Comparative Study; D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
26822917	D016428:Journal Article					False	False	False
26825092	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
26828013	D016428:Journal Article; D016454:Review	K08 CA191139	CA	United States	NCI NIH HHS	True	False	False
26834458	D003160:Comparative Study; D016428:Journal Article; D017418:Meta-Analysis; D013485:Research Support, Non-U.S. Gov't; D016454:Review; D000078182:Systematic Review					False	True	False
26839340	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26845360	D016421:Editorial; D016456:Historical Article					False	False	False
26846643	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review			Canada	Canadian Institutes of Health Research	False	True	False
26853397	D016428:Journal Article; D016454:Review					False	False	False
26855195	D019215:Biography; D016456:Historical Article; D016428:Journal Article					False	False	False
26872551	D016421:Editorial; D054711:Introductory Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
26873849	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
2687863	D016428:Journal Article; D016454:Review					False	False	False
26883285	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
26885676	D016421:Editorial; D016454:Review					False	False	False
26886206	D016428:Journal Article; D016454:Review					False	False	False
2690460	D004740:English Abstract; D016428:Journal Article; D016454:Review					False	False	False
26922414	D016428:Journal Article; D016454:Review					False	False	False
26923222	D016428:Journal Article; D016454:Review					False	False	False
26926198	D016428:Journal Article; D016454:Review					False	False	False
26932577	D016428:Journal Article; D016454:Review	BB/K011642/1		United Kingdom	Biotechnology and Biological Sciences Research Council	False	True	False
26934533	D016428:Journal Article					False	False	False
26934862	D016428:Journal Article; D016454:Review					False	False	False
2694586	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26948435	D016428:Journal Article; D016454:Review					False	False	False
26949548	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26957112	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
26957212	D003160:Comparative Study; D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't	MR/J500434/1		United Kingdom	Medical Research Council	False	True	False
26960936	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review	G19/22	MRC_	United Kingdom	Medical Research Council	False	True	False
2696897	D016428:Journal Article; D013486:Research Support, U.S. Gov't, Non-P.H.S.; D013487:Research Support, U.S. Gov't, P.H.S.; D016454:Review	BRSG-4-84	RS	United States	DRS NIH HHS	True	False	False
26969183	D016428:Journal Article; D016454:Review					False	False	False
26969452	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't			United Kingdom	Wellcome Trust	False	True	False
26975202	D002363:Case Reports; D016428:Journal Article; D016454:Review					False	False	False
26978871	D003160:Comparative Study; D016428:Journal Article					False	False	False
26987538	D016428:Journal Article; D016454:Review					False	False	False
26988046	D016428:Journal Article	K12 HD028820	HD	United States	NICHD NIH HHS	True	False	False
27023731	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
27035884	D016428:Journal Article					False	False	False
27041546	D002363:Case Reports; D016428:Journal Article; D016454:Review					False	False	False
27044812	D016428:Journal Article; D016454:Review					False	False	False
27044898	D003160:Comparative Study; D016428:Journal Article; D016454:Review					False	False	False
27045128	D016428:Journal Article; D016454:Review					False	False	False
27046319	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
27054060	D016428:Journal Article					False	False	False
27059986	D016428:Journal Article; D016454:Review					False	False	False
27060299	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
27060610	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
27072730	D016428:Journal Article					False	False	False
27077122	D016428:Journal Article					False	False	False
27078243	D004740:English Abstract; D016428:Journal Article; D016454:Review					False	False	False
27083772	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
27083887	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
27091001	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
27094096	D016428:Journal Article; D016454:Review; D052061:Research Support, N.I.H., Extramural; D013486:Research Support, U.S. Gov't, Non-P.H.S.	R01 MH060013	MH	United States	NIMH NIH HHS	True	False	False
27097122	D016428:Journal Article					False	False	False
27114332	D016428:Journal Article					False	False	False
27115326	D016428:Journal Article; D017418:Meta-Analysis; D013485:Research Support, Non-U.S. Gov't; D016454:Review; D000078182:Systematic Review					False	True	False
27126314	D016422:Letter					False	False	False
27126315	D016422:Letter; D016420:Comment					False	False	False
27135891	D016428:Journal Article					False	False	False
27140856	D016428:Journal Article; D016454:Review; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	DP3 DK108220	DK	United States	NIDDK NIH HHS	True	True	False
27141051	D016428:Journal Article; D016454:Review					False	False	False
27147489	D016428:Journal Article; D016454:Review	P30 CA023100	CA	United States	NCI NIH HHS	True	False	False
27151836	D016428:Journal Article					False	False	False
27156434	D016428:Journal Article; D016454:Review					False	False	False
27165051	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't; D052061:Research Support, N.I.H., Extramural	R00 ES021737	ES	United States	NIEHS NIH HHS	True	True	False
27169733	D016428:Journal Article; D016454:Review					False	False	False
27175719	D016428:Journal Article					False	False	False
27189100	D016428:Journal Article					False	False	False
27193549	D016428:Journal Article; D016454:Review					False	False	False
27196119	D016428:Journal Article; D016454:Review					False	False	False
27197370	D016428:Journal Article					False	False	False
27206718	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
27207971	D016428:Journal Article; D016449:Randomized Controlled Trial; D013485:Research Support, Non-U.S. Gov't					False	True	False
27242280	D016428:Journal Article; D016454:Review					False	False	False
27264248	D016428:Journal Article; D016454:Review; D052061:Research Support, N.I.H., Extramural	P20 GM103653	GM	United States	NIGMS NIH HHS	True	False	False
27282159	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
27294040	D016428:Journal Article; D016454:Review					False	False	False
27300434	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review	670126	ERC_	International	European Research Council	False	True	False
27315108	D016428:Journal Article; D016454:Review; D052060:Research Support, N.I.H., Intramural; D013485:Research Support, Non-U.S. Gov't	ZIA CT000276-04		United States	Intramural NIH HHS	True	True	False
27320472	D016428:Journal Article					False	False	False
27324342	D023362:Evaluation Study; D016428:Journal Article					False	False	False
27330050	D016422:Letter; D052061:Research Support, N.I.H., Extramural					True	False	False
27337481	D016428:Journal Article; D016454:Review					False	False	False
27339708	D016428:Journal Article; D016454:Review	R01 AI084880	AI	United States	NIAID NIH HHS	True	False	False
27341100	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
27346786	D016428:Journal Article; D016454:Review					False	False	False
27363764	D016456:Historical Article; D016428:Journal Article; D016454:Review					False	False	False
27370344	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
27379349	D016428:Journal Article					False	False	False
27386589	D016428:Journal Article; D016454:Review					False	False	False
27406773	D016428:Journal Article; D016454:Review					False	False	False
27435956	D002363:Case Reports; D016428:Journal Article					False	False	False
27445678	D016428:Journal Article; D016454:Review					False	False	False
27449815	D016428:Journal Article; D016454:Review	R01 HL116191	HL	United States	NHLBI NIH HHS	True	False	False
27453148	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	R01 DA033147	DA	United States	NIDA NIH HHS	True	False	False
27455397	D016428:Journal Article; D016454:Review					False	False	False
27457083	D016428:Journal Article					False	False	False
27465034	D016428:Journal Article					False	False	False
27470545	D016428:Journal Article; D016454:Review					False	False	False
27482744	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
27489797	D016428:Journal Article					False	False	False
27494126	D023362:Evaluation Study; D016428:Journal Article; D016454:Review					False	False	False
27494616	D016428:Journal Article					False	False	False
27502259	D016428:Journal Article					False	False	False
27502503	D016428:Journal Article; D016454:Review					False	False	False
27505161	D016428:Journal Article	P50 AA017072	AA	United States	NIAAA NIH HHS	True	False	False
27507209	D016428:Journal Article; D016454:Review					False	False	False
27509858	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	GM095567	GM	United States	NIGMS NIH HHS	True	True	False
27521159	D016428:Journal Article					False	False	False
27533272	D016428:Journal Article; D016454:Review					False	False	False
27541958	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't		WT_	United Kingdom	Wellcome Trust	False	True	False
27549666	D016428:Journal Article; D016454:Review					False	False	False
27550224	D016428:Journal Article; D016454:Review					False	False	False
27572861	D016428:Journal Article; D016454:Review					False	False	False
27573929	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
27576363	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
27578176	D016428:Journal Article; D016454:Review			United Kingdom	Medical Research Council	False	True	False
27590181	D016428:Journal Article; D016454:Review	R01 HL112597	HL	United States	NHLBI NIH HHS	True	False	False
27591736	D016428:Journal Article; D016454:Review					False	False	False
27606347	D016428:Journal Article; D016454:Review					False	False	False
27609678	D003160:Comparative Study; D016428:Journal Article; D016449:Randomized Controlled Trial; D013485:Research Support, Non-U.S. Gov't					False	True	False
27614806	D016428:Journal Article; D016454:Review	R01 DK019573	DK	United States	NIDDK NIH HHS	True	False	False
27634093	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
27637319	D016428:Journal Article; D064888:Observational Study					False	False	False
276502	D016428:Journal Article					False	False	False
27653566	D016428:Journal Article; D016454:Review	P30 DK084567	DK	United States	NIDDK NIH HHS	True	False	False
27666816	D016428:Journal Article; D016454:Review					False	False	False
27679949	D016428:Journal Article					False	False	False
27683887	D016428:Journal Article; D016454:Review; D013486:Research Support, U.S. Gov't, Non-P.H.S.					True	False	False
27701774	D016428:Journal Article; D016454:Review					False	False	False
27706253	D016428:Journal Article					False	False	False
27707729	D016446:Consensus Development Conference; D016428:Journal Article; D016454:Review; D000078182:Systematic Review; D023361:Validation Study	R01 AI052430	AI	United States	NIAID NIH HHS	True	False	False
27716980	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
27725326	D016428:Journal Article; D016454:Review					False	False	False
27725331	D016428:Journal Article; D016454:Review					False	False	False
27732808	D016428:Journal Article; D016454:Review					False	False	False
27739401	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
27742528	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
27744511	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
27746033	D016428:Journal Article	R01 GM067929	GM	United States	NIGMS NIH HHS	True	False	False
27748638	D016456:Historical Article; D016428:Journal Article; D016454:Review					False	False	False
27758061	D016422:Letter; D016454:Review					False	False	False
27765382	D016428:Journal Article; D016454:Review					False	False	False
27767278	D016428:Journal Article; D016454:Review					False	False	False
27769893	D016428:Journal Article					False	False	False
27789971	D016454:Review; D016428:Journal Article					False	False	False
27800495	D016428:Journal Article					False	False	False
27816141	D016428:Journal Article; D016454:Review					False	False	False
27816477	D016428:Journal Article					False	False	False
27821390	D016428:Journal Article; D016454:Review	U01 DK096927	DK	United States	NIDDK NIH HHS	True	False	False
27826031	D016428:Journal Article; D016454:Review					False	False	False
27836834	D016428:Journal Article; D016454:Review					False	False	False
27839717	D016428:Journal Article					False	False	False
27847324	D016428:Journal Article; D016454:Review					False	False	False
27860216	D016428:Journal Article; D016454:Review	P50 HD055784	HD	United States	NICHD NIH HHS	True	False	False
27865321	D016456:Historical Article; D016428:Journal Article; D016454:Review					False	False	False
27865328	D016428:Journal Article; D016454:Review					False	False	False
27866731	D016456:Historical Article; D016428:Journal Article; D016454:Review					False	False	False
27883359	D019215:Biography; D016456:Historical Article; D016428:Journal Article; D019477:Portrait					False	False	False
27888167	D016428:Journal Article; D016454:Review			United Kingdom	Wellcome Trust	False	True	False
27919039	D016428:Journal Article; D016454:Review					False	False	False
27920038	D016428:Journal Article; D016454:Review	R01 CA154586	CA	United States	NCI NIH HHS	True	False	False
27923540	D016428:Journal Article; D016454:Review					False	False	False
27939111	D016428:Journal Article; D016454:Review					False	False	False
27940365	D016428:Journal Article; D016454:Review					False	False	False
27960175	D016428:Journal Article; D016454:Review					False	False	False
28003431	D016428:Journal Article; D016454:Review					False	False	False
28009273	D016428:Journal Article; D016454:Review					False	False	False
28009314	D016428:Journal Article					False	False	False
28012935	D016428:Journal Article; D016454:Review	R01 HL093234	HL	United States	NHLBI NIH HHS	True	False	False
28018610	D016428:Journal Article					False	False	False
28029925	D016428:Journal Article; D016454:Review					False	False	False
28035911	D016428:Journal Article; D016454:Review					False	False	False
28038789	D016428:Journal Article; D016454:Review					False	False	False
28040821	D016428:Journal Article; D016454:Review					False	False	False
28073354	D003160:Comparative Study; D016428:Journal Article; D017418:Meta-Analysis; D016454:Review; D000078182:Systematic Review					False	False	False
28111201	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R01 NS072630	NS	United States	NINDS NIH HHS	True	True	False
2811987	D016428:Journal Article					False	False	False
28122753	D016428:Journal Article; D016454:Review					False	False	False
28126348	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
28127507	D016428:Journal Article; D064888:Observational Study					False	False	False
28145002	D016428:Journal Article					False	False	False
28154375	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
28157097	D016428:Journal Article; D017418:Meta-Analysis; D016454:Review; D000078182:Systematic Review					False	False	False
28161113	D016428:Journal Article; D016454:Review					False	False	False
28169413	D016428:Journal Article; D016454:Review					False	False	False
28176222	D016428:Journal Article; D016454:Review					False	False	False
28177286	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	F31 NS092126	NS	United States	NINDS NIH HHS	True	False	False
28195838	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
28213398	D016428:Journal Article; D016454:Review; D052061:Research Support, N.I.H., Extramural	R01 DK098437	DK	United States	NIDDK NIH HHS	True	False	False
